4
1 1 1 1
277 sawtooth
-21 0.31578947368 1
-17 0.31578947368 1
-21 0.31578947368 1

-13 0.31578947368 1
-18 0.31578947368 1
-13 0.31578947368 1
-18 0.15789473684 1
-22 0.15789473684 1

-13 0.31578947368 1
-18 0.31578947368 1
-13 0.31578947368 1
-18 0.15789473684 1
-22 0.15789473684 1

-29 0.47368421050 1
-17 0.7894736842 1

-28 0.6315789474 1
-12 0.6315789474 1

-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1
-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1

-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1
-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1

-26 0.15789473684 1
-13 0.15789473684 1
-31 0.15789473684 1
-13 0.15789473684 1
-26 0.15789473684 1
-13 0.15789473684 1
-31 0.15789473684 1
-13 0.15789473684 1

-31 0.15789473684 1
-18 0.15789473684 1
-34 0.15789473684 1
-18 0.15789473684 1
-31 0.15789473684 1
-18 0.15789473684 1
-34 0.15789473684 1
-18 0.15789473684 1

-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1
-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1

-22 0.15789473684 1
-10 0.15789473684 1
-29 0.15789473684 1
-10 0.15789473684 1
-22 0.15789473684 1
-10 0.15789473684 1
-29 0.15789473684 1
-10 0.15789473684 1

-33 0.15789473684 1
-20 0.15789473684 1
-36 0.15789473684 1
-20 0.15789473684 1
-33 0.15789473684 1
-20 0.15789473684 1
-36 0.15789473684 1
-20 0.15789473684 1

-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1
-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1

-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1
-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1

-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1
-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1

-26 0.15789473684 1
-13 0.15789473684 1
-31 0.15789473684 1
-13 0.15789473684 1
-26 0.15789473684 1
-13 0.15789473684 1
-31 0.15789473684 1
-13 0.15789473684 1

-31 0.15789473684 1
-18 0.15789473684 1
-34 0.15789473684 1
-18 0.15789473684 1
-31 0.15789473684 1
-18 0.15789473684 1
-34 0.15789473684 1
-18 0.15789473684 1

-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1
-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1

-22 0.15789473684 1
-10 0.15789473684 1
-29 0.15789473684 1
-10 0.15789473684 1
-22 0.15789473684 1
-10 0.15789473684 1
-29 0.15789473684 1
-10 0.15789473684 1

-33 0.15789473684 1
-20 0.15789473684 1
-36 0.15789473684 1
-20 0.15789473684 1
-33 0.15789473684 1
-20 0.15789473684 1
-36 0.15789473684 1
-20 0.15789473684 1

-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1
-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1

-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1
-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1

-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1
-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1

-26 0.15789473684 1
-13 0.15789473684 1
-31 0.15789473684 1
-13 0.15789473684 1
-26 0.15789473684 1
-13 0.15789473684 1
-31 0.15789473684 1
-13 0.15789473684 1

-31 0.15789473684 1
-18 0.15789473684 1
-34 0.15789473684 1
-18 0.15789473684 1
-31 0.15789473684 1
-18 0.15789473684 1
-34 0.15789473684 1
-18 0.15789473684 1

-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1
-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1

-22 0.15789473684 1
-10 0.15789473684 1
-29 0.15789473684 1
-10 0.15789473684 1
-22 0.15789473684 1
-10 0.15789473684 1
-29 0.15789473684 1
-10 0.15789473684 1

-33 0.15789473684 1
-20 0.15789473684 1
-36 0.15789473684 1
-20 0.15789473684 1
-33 0.15789473684 1
-20 0.15789473684 1
-36 0.15789473684 1
-20 0.15789473684 1

-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1
-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1

-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1
-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1

-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1
-28 0.15789473684 1
-15 0.15789473684 1
-33 0.15789473684 1
-15 0.15789473684 1

-26 0.15789473684 1
-13 0.15789473684 1
-31 0.15789473684 1
-13 0.15789473684 1
-26 0.15789473684 1
-13 0.15789473684 1
-31 0.15789473684 1
-13 0.15789473684 1

-31 0.15789473684 1
-18 0.15789473684 1
-34 0.15789473684 1
-18 0.15789473684 1
-31 0.15789473684 1
-18 0.15789473684 1
-34 0.15789473684 1
-18 0.15789473684 1

-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1
-29 0.15789473684 1
-17 0.15789473684 1
-34 0.15789473684 1
-17 0.15789473684 1

-22 0.15789473684 1
-10 0.15789473684 1
-29 0.15789473684 1
-10 0.15789473684 1
-22 0.15789473684 1
-10 0.15789473684 1
-29 0.15789473684 1
-10 0.15789473684 1

-33 0.15789473684 1
-20 0.15789473684 1
-36 0.15789473684 1
-20 0.15789473684 1
-33 0.15789473684 1
-20 0.15789473684 1
-36 0.15789473684 1
-20 0.15789473684 1

-14 0.6315789474 1
-7 0.6315789474 1


313 sawtooth
-26 0.31578947368 1
-31 0.31578947368 1
-26 0.31578947368 1
-31 0.15789473684 1
0 0.15789473684 0

-26 0.31578947368 1
-31 0.31578947368 1
-26 0.31578947368 1
-31 0.15789473684 1
0 0.15789473684 0

-30 0.31578947368 1
-35 0.31578947368 1
-30 0.31578947368 1
-35 0.15789473684 1
0 0.15789473684 1

-28 0.31578947368 1
-33 0.31578947368 1
-28 0.31578947368 1
-33 0.31578947368 1

-26 0.31578947368 1
-31 0.31578947368 1
-26 0.31578947368 1
-31 0.15789473684 1
0 0.15789473684 0

-26 0.31578947368 1
-31 0.31578947368 1
-26 0.31578947368 1
-31 0.15789473684 1
0 0.15789473684 0

-29 1.2631578947 1

-28 1.2631578947 1

-26 0.31578947368 1
-31 0.31578947368 1
-26 0.31578947368 1
-31 0.15789473684 1
0 0.15789473684 0

-26 0.31578947368 1
-31 0.31578947368 1
-26 0.31578947368 1
-31 0.15789473684 1
0 0.15789473684 0

-30 0.31578947368 1
-35 0.31578947368 1
-30 0.31578947368 1
-35 0.15789473684 1
0 0.15789473684 1

-28 0.31578947368 1
-33 0.31578947368 1
-28 0.31578947368 1
-33 0.31578947368 1

-26 0.31578947368 1
-31 0.31578947368 1
-26 0.31578947368 1
-31 0.15789473684 1
0 0.15789473684 0

-26 0.31578947368 1
-31 0.31578947368 1
-26 0.31578947368 1
-31 0.15789473684 1
0 0.15789473684 0

0 1.2631578947 0

0 0.6315789474 0
-15 0.6315789474 1

0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1

0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1

0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1

0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1

0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1

0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1

0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1

0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1

0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1

0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1

0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1

0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1

0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1

0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1

0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1

0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1

0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1

0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1

0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1

0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1

0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1

0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1

0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1

0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1

0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1

0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1
0 0.15789473684 0
-21 0.15789473684 1

0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1
0 0.15789473684 0
-19 0.15789473684 1

0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1
0 0.15789473684 0
-24 0.15789473684 1

0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1
0 0.15789473684 0
-22 0.15789473684 1

0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1
0 0.15789473684 0
-15 0.15789473684 1

0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1
0 0.15789473684 0
-26 0.15789473684 1

-19 0.6315789474 1
-12 0.6315789474 1
